DAY_ID,ROUTE_ID,STORE_NUMBER,DAY_OF_WEEK,HELPER,TOTAL_WEIGHT,CASES,URBANITY,UNLOAD_TIME
18,8,75,4,False,53.97687768355821,11,S,26.357042306010907
19,7,75,5,True,60.45446065667069,13,S,16.22150127178727
25,7,75,4,False,57.34048933122842,12,S,25.928287170809444
27,6,75,6,False,43.947486148009645,9,S,23.420674089935403
29,1,75,1,False,63.551902448754326,13,S,30.490492247012654
30,9,75,2,False,64.02008031638931,13,S,32.061843308426376
33,1,75,5,False,58.41268723087363,12,S,28.650774875995232
36,9,75,1,False,43.444383799263356,9,S,24.37032842655114
38,5,75,3,True,90.44215016281895,19,S,23.681755426873284
40,1,75,5,False,45.20263110296985,10,S,21.66258093053502
41,1,75,6,False,35.863655949645874,8,S,18.99695107697552
42,4,75,0,False,41.74596301480402,9,S,16.529208874896725
45,6,75,3,False,57.542300303380316,12,S,27.675267438119448
53,1,75,4,False,70.09201171454849,15,S,35.03746668412201
54,8,75,5,False,52.06506404948056,11,S,24.002470279019473
56,2,75,0,False,42.05244442802826,9,S,23.364058241432037
57,2,75,1,False,57.05219276590223,12,S,25.508478224151574
59,4,75,3,False,67.44063603003946,14,S,33.90821430377391
60,5,75,4,True,58.68104465994455,12,S,15.649326349675865
61,5,75,5,False,44.009327583015576,9,S,25.00705619330782
62,3,75,6,False,49.319270373914804,10,S,23.669394935972274
63,6,75,0,True,66.51612372774751,14,S,17.40772996344687
65,2,75,2,False,44.10332034252937,9,S,25.592129324438105
67,2,75,4,False,39.16318888814911,8,S,23.369241949173055
68,5,75,5,False,53.238164077670085,11,S,22.386073564001016
69,6,75,6,False,60.366868959448034,13,S,26.611186431875588
70,1,75,0,False,59.07394045371464,12,S,32.59098739248072
74,1,75,4,False,76.28415649422413,16,S,39.90258012855747
77,4,75,0,False,61.84462492925261,13,S,32.506605866687515
79,1,75,2,False,61.06372478741648,13,S,30.056872725352594
80,2,75,3,True,47.44215508273072,10,S,13.233638094507587
81,4,75,4,False,63.44609781215595,13,S,28.04089383243925
84,2,75,0,False,65.91724116477053,14,S,31.524238415577464
85,2,75,1,True,48.08708931006456,10,S,14.427515427538939
86,2,75,2,False,44.88325917150475,9,S,22.656117119060493
87,9,75,3,False,70.56141830863686,15,S,36.738589767077684
88,6,75,4,False,57.13371493387465,12,S,30.907704513733258
89,3,75,5,False,64.84237242702491,13,S,34.20994708929634
91,1,75,0,False,28.2506630014687,6,S,16.35683074925012
93,4,75,2,False,55.09598524348719,12,S,26.9610354728548
94,3,75,3,True,68.70669666227215,14,S,18.38226559338817
95,2,75,4,False,66.58237385625984,14,S,30.560188446903087
96,2,75,5,False,64.02227479430984,13,S,27.937846822440672
98,1,75,0,False,44.73235350444511,9,S,23.3045111914775
104,6,75,6,False,64.53239064093506,13,S,30.524743034064816
105,8,75,0,False,33.43326026144842,7,S,16.12469064280348
113,2,75,1,True,57.088490672362376,12,S,15.275651456677283
116,7,75,4,False,63.960637792055714,13,S,33.62503148488729
118,3,75,6,False,54.02196439659816,11,S,29.751466325563186
119,3,75,0,False,76.3722469149497,16,S,35.15554004612672
120,7,75,1,True,48.879594183274286,10,S,15.827912270842573
122,8,75,3,False,53.6336190334512,11,S,27.837867232458287
123,6,75,4,False,28.14440418942962,6,S,16.5386007176631
127,9,75,1,False,57.522420329161925,12,S,26.44330663532054
129,6,75,3,False,73.03408735592672,15,S,35.64615589777369
131,8,75,5,False,44.1127711298196,9,S,22.338314942756114
135,3,75,2,True,55.808034944841715,12,S,13.165993005149591
136,4,75,3,False,47.18588554683945,10,S,23.87780377810205
140,1,75,0,False,71.1658096210834,15,S,36.732991963013404
141,3,75,1,False,47.59522351605729,10,S,22.94691058990312
143,6,75,3,False,64.00945790715633,13,S,29.924692250689105
146,2,75,6,False,58.71988841710796,12,S,31.6537769279244
148,1,75,1,False,64.41915798207239,13,S,32.280121800793495
150,5,75,3,False,49.49685779403852,10,S,24.87229487841338
155,5,75,1,False,61.87545559352537,13,S,31.049786144846024
159,8,75,5,False,30.981955649890455,7,S,17.878859260950897
160,2,75,6,False,53.28225253224965,11,S,28.73591170674143
161,4,75,0,False,48.79794995336947,10,S,26.986937331801105
163,6,75,2,False,52.10917493409926,11,S,27.1922271035134
165,4,75,4,False,63.5475243675522,13,S,34.391698690523484
168,6,75,0,False,57.62152924358444,12,S,24.572452373952462
170,3,75,2,False,46.074121715250385,10,S,25.954532542958912
171,1,75,3,False,72.71035499957401,15,S,35.14909052565649
175,5,75,0,False,57.07149833349613,12,S,25.843368228150855
176,7,75,1,False,31.796152887081103,7,S,19.352965724624717
179,4,75,4,False,70.61255538255314,15,S,34.76624856126992
180,3,75,5,False,45.11197466874747,10,S,25.16068710262026
1,1,112,1,True,72.10183204447074,15,U,23.293608077774504
3,8,112,3,False,47.31877635006991,10,U,30.044530643693932
4,3,112,4,False,51.837742120405984,11,U,31.02692262424891
6,2,112,6,False,36.17411494338322,8,U,23.007957030782
8,2,112,1,False,69.61436318430586,14,U,41.2121282023959
9,2,112,2,False,37.689480300447514,8,U,20.841579441887024
11,7,112,4,False,31.58594224001695,7,U,17.62443480445002
13,2,112,6,False,54.660689826002994,11,U,33.533558307851976
17,6,112,3,False,35.924019894436896,8,U,20.953182923707587
19,6,112,5,False,59.33861810544476,12,U,37.08590732744024
20,3,112,6,False,52.307174256890264,11,U,30.957840633434
21,5,112,0,False,68.94163089028866,14,U,39.70556857033579
22,4,112,1,True,79.46232011776034,16,U,28.13048435977955
24,5,112,3,False,72.56077130870115,15,U,42.32614317886783
26,4,112,5,True,56.06247738861183,12,U,18.649732216024397
27,9,112,6,False,64.64841934766409,13,U,43.60815450065584
31,6,112,3,False,60.165049469319754,13,U,39.15888232227605
33,2,112,5,False,64.07290382924074,13,U,40.06925028101408
36,3,112,1,False,57.916929870146035,12,U,32.94622869334737
38,6,112,3,False,49.65548351568548,10,U,24.76174339586103
40,3,112,5,True,52.740731175262944,11,U,13.732394846226862
42,3,112,0,False,60.181313141174215,13,U,36.675031043183246
44,2,112,2,False,58.62596208549949,12,U,41.44200060018167
45,6,112,3,False,55.09889586293402,12,U,32.951648463337236
46,3,112,4,False,57.52336752451383,12,U,31.952102942454356
49,5,112,0,False,59.32079321261621,12,U,35.96999064131479
50,5,112,1,False,46.1408733466251,10,U,29.32827622563141
51,3,112,2,False,52.270570834554974,11,U,33.787775524152316
53,3,112,4,False,63.77143160428979,13,U,43.25442064370506
55,5,112,6,True,57.94884651854685,12,U,16.98633807836783
60,6,112,4,False,51.34213722940617,11,U,34.948327659280835
62,1,112,6,False,41.256476019898,9,U,26.722359064715338
64,4,112,1,False,44.921518104417025,9,U,26.89588517697321
65,2,112,2,False,40.85552124947445,9,U,22.54339066339551
68,7,112,5,False,57.93876235209879,12,U,31.169060598993653
71,7,112,1,False,66.73055478198157,14,U,44.16960377710621
73,1,112,3,False,49.90847126926394,10,U,29.02196304953027
74,3,112,4,False,44.25749602742249,9,U,25.92732761375691
78,3,112,1,False,41.377956151838724,9,U,26.359023092963046
79,3,112,2,False,45.79873302422706,10,U,25.40892717866022
83,4,112,6,False,49.78378509641456,10,U,34.93184863244031
87,4,112,3,True,53.68222206985506,11,U,18.33236399720234
90,7,112,6,False,62.83726241827762,13,U,39.89815944398988
92,6,112,1,False,51.39646102011809,11,U,31.868728310974856
94,1,112,3,False,41.69302488054875,9,U,21.873219266233427
95,2,112,4,False,50.501879721065954,11,U,33.841456052655886
100,3,112,2,False,59.329699376976244,12,U,43.10872327400643
101,2,112,3,False,83.46564527119118,17,U,47.46346409263224
104,3,112,6,False,66.42629822815354,14,U,38.41034271494343
106,3,112,1,False,42.76771415467007,9,U,24.391083349807076
108,6,112,3,False,50.6768961578833,11,U,28.307857928112984
114,3,112,2,False,37.47449540651547,8,U,28.082874245933187
115,6,112,3,False,51.43955779069947,11,U,28.816928241716738
118,2,112,6,False,47.58970618985447,10,U,36.45054655840593
122,4,112,3,True,43.27617357680103,9,U,16.559456686078253
128,5,112,2,False,57.5430647519484,12,U,36.63157173069928
129,5,112,3,False,50.883677610975276,11,U,34.2290267947177
130,6,112,4,True,37.90962230896018,8,U,13.968239468926416
133,4,112,0,False,60.51022146420908,13,U,35.17150186528238
134,1,112,1,False,70.39376113991574,15,U,38.00533779147907
135,6,112,2,False,59.475782852782984,12,U,36.77808851153613
136,6,112,3,True,71.16502854377336,15,U,19.631593197921433
137,8,112,4,True,64.89805506834031,13,U,19.840272429637565
139,6,112,6,False,42.94822968141786,9,U,29.30911345740909
140,3,112,0,False,39.498561608628435,8,U,25.79907639102116
150,2,112,3,False,68.70579244196573,14,U,46.081440793979034
151,6,112,4,False,81.33259561963304,17,U,48.059431626533794
155,2,112,1,False,43.08779302365961,9,U,32.32268206592367
158,6,112,4,False,52.94518726482647,11,U,30.61664397928983
159,5,112,5,True,41.64804633447483,9,U,15.631072970616907
163,1,112,2,False,46.4496548040105,10,U,30.8676096920578
164,6,112,3,False,65.34144641070345,14,U,42.740443595565665
165,3,112,4,False,36.58384481454293,8,U,20.55707569280401
169,6,112,1,False,69.58779569924158,14,U,44.51377246163873
170,6,112,2,False,56.470794328148145,12,U,36.66054051269158
171,5,112,3,False,66.52648129223292,14,U,37.292414372474084
172,4,112,4,False,78.55658265406075,16,U,52.272895655803275
173,4,112,5,False,40.62606747709961,9,U,23.5671236807615
174,4,112,6,False,54.28916507653389,11,U,35.89927201123954
175,2,112,0,False,71.93898689509324,15,U,44.90460537880971
176,1,112,1,False,59.50770738557688,12,U,33.62241995332576
179,3,112,4,False,71.3467429282989,15,U,45.851359383614955
180,4,112,5,False,56.121965704924136,12,U,32.095041882086264
1,1,66,1,False,67.03398479133108,14,U,38.468222761449546
3,5,66,3,False,54.800363117627256,11,U,34.79821743663173
4,2,66,4,False,63.001286434999294,13,U,39.06558494770268
8,3,66,1,False,45.286472288854114,10,U,30.158296292463493
9,5,66,2,False,42.459609134734414,9,U,20.415682792560506
10,7,66,3,False,34.02305166818364,7,U,18.042909784012718
12,2,66,5,False,72.47275133147436,15,U,44.87349910287658
14,6,66,0,False,61.52958457063703,13,U,36.3531026743409
19,2,66,5,False,41.38529401342156,9,U,27.201894019277145
21,3,66,0,False,41.59955883266643,9,U,28.842207265278784
23,5,66,2,False,81.7400281356106,17,U,45.87412647194876
24,1,66,3,False,49.74793302779606,10,U,27.577536099675953
25,8,66,4,False,37.63921423012334,8,U,26.186650450650102
26,7,66,5,False,61.67624598255441,13,U,36.04237132902805
27,5,66,6,False,81.87895701275528,17,U,49.96478935994594
29,4,66,1,False,45.18571107827477,10,U,27.49980568591888
30,4,66,2,False,51.34412152651569,11,U,29.07191655904444
32,5,66,4,False,30.95517681110038,7,U,18.994091143427077
33,5,66,5,False,64.73108273810756,13,U,43.52768296131032
35,1,66,0,True,52.04389835861161,11,U,17.9933378724358
36,2,66,1,True,52.89463654797992,11,U,16.248270812544888
37,7,66,2,False,37.438594379892734,8,U,25.60869862683146
38,3,66,3,False,71.55381181817772,15,U,47.92419618473261
39,4,66,4,False,53.711206581004994,11,U,33.501312102088434
40,7,66,5,False,67.67984748766935,14,U,48.218472811216046
43,8,66,1,False,32.4811732142327,7,U,20.82041306487328
44,1,66,2,False,49.101366026942536,10,U,30.841139300977922
47,4,66,5,False,56.20503706785683,12,U,35.96711592465676
48,2,66,6,False,52.718204488616074,11,U,39.857103640764095
51,2,66,2,True,40.83324220227706,9,U,15.603017960078343
52,9,66,3,False,55.95803579400842,12,U,29.32241397049963
53,8,66,4,False,63.36457238471105,13,U,34.418515348859074
54,5,66,5,False,53.01385026694824,11,U,32.178706295043085
56,1,66,0,False,46.468976677853526,10,U,34.54615421615116
57,1,66,1,False,48.370174554901055,10,U,31.10065803187863
60,6,66,4,False,51.91368059688143,11,U,30.44651276445438
61,6,66,5,False,41.80895523595562,9,U,33.333942569837205
62,5,66,6,True,44.575092415654574,9,U,33.43916333495328
63,4,66,0,False,19.482192727544103,4,U,13.715830780796697
64,4,66,1,False,55.17825864220316,12,U,32.38467851854128
67,5,66,4,False,57.64335950598505,12,U,38.431529735827695
68,2,66,5,False,67.74627901205648,14,U,38.96584557639493
69,4,66,6,False,45.95556604275169,10,U,27.46978119391343
71,6,66,1,False,60.50261539656922,13,U,36.938848305358306
74,2,66,4,False,51.16023426511329,11,U,29.427217680287125
75,8,66,5,False,42.57353996514264,9,U,23.647096182858686
78,4,66,1,False,51.34786052906128,11,U,33.15986433430614
79,5,66,2,False,37.145550149325466,8,U,24.43144483658747
80,3,66,3,False,55.568450388723846,12,U,35.775450788001365
81,7,66,4,False,45.89542830532461,10,U,22.96922563556958
82,2,66,5,False,41.19537884623224,9,U,29.46605755222831
83,4,66,6,True,53.58161338220963,11,U,15.619580866497833
86,1,66,2,False,80.62798547747165,17,U,48.408635088408346
87,8,66,3,False,62.54145548695128,13,U,43.97974334465645
94,4,66,3,False,54.18839493416139,11,U,36.705284620547886
95,3,66,4,False,56.95533326339853,12,U,33.52244617741593
97,5,66,6,False,43.074469894316486,9,U,25.1179027053483
98,6,66,0,False,71.85576627297255,15,U,43.60833737090864
104,6,66,6,False,65.75244647331664,14,U,42.35488365710257
108,1,66,3,False,73.70615237473208,15,U,45.54898482562413
110,5,66,5,False,67.94656774707207,14,U,41.260343395883694
111,6,66,6,False,70.04975635241722,15,U,44.89176653167551
112,2,66,0,True,63.88583172947032,13,U,17.720313232715917
113,5,66,1,False,51.43055084737727,11,U,30.04854396901485
115,6,66,3,False,36.58020146899205,8,U,22.23342529331352
116,8,66,4,False,77.79280829007337,16,U,49.27366973707626
117,3,66,5,False,44.69520287742506,9,U,28.58054752781466
118,1,66,6,True,75.93916634088728,16,U,28.467340848221472
122,2,66,3,False,47.09300627770193,10,U,31.984099201866993
123,2,66,4,False,68.51376846697488,14,U,38.85887628517133
126,3,66,0,False,61.948453528627766,13,U,41.3138548039326
131,5,66,5,False,62.37255316758029,13,U,36.373189101089
133,6,66,0,False,51.324880960821204,11,U,30.324081616081024
137,4,66,4,False,56.643389673181375,12,U,34.93371702460384
139,1,66,6,False,57.857566698896726,12,U,35.88249803878267
142,4,66,2,False,60.5114849986886,13,U,37.5397437779627
143,4,66,3,True,66.33897269774883,14,U,21.42101770944307
150,6,66,3,False,45.096681373051496,10,U,26.145984696721268
154,4,66,0,False,26.870361329456205,6,U,17.02567225651343
155,2,66,1,False,60.18025146791371,13,U,38.011089216781585
156,5,66,2,False,62.26416050292819,13,U,40.29219726203903
158,4,66,4,False,55.80950695508357,12,U,32.42436661859485
160,6,66,6,False,31.896782449413507,7,U,12.02868724202871
163,8,66,2,False,49.667222500446336,10,U,34.64966772317756
165,4,66,4,False,59.20313117660495,12,U,38.262109797772055
166,1,66,5,True,52.95305577985571,11,U,14.485167292293836
168,7,66,0,False,55.62466042714473,12,U,30.370450098422772
169,6,66,1,False,40.7730062710399,9,U,26.601597429696252
171,2,66,3,False,55.567456336445176,12,U,33.52116139011007
173,8,66,5,False,45.3675351418446,10,U,22.57298734185097
175,1,66,0,False,24.375262468050042,5,U,11.691970840467661
176,7,66,1,False,46.421920647458855,10,U,28.781414394454686
178,2,66,3,False,59.39697965487081,12,U,35.25149562328453
1,1,102,1,False,43.15396738788883,9,U,26.596452842494017
2,2,102,2,False,62.74172298596579,13,U,38.2897317596242
5,2,102,5,False,64.32382522519026,13,U,42.70175062121312
9,8,102,2,False,81.86296504162496,17,U,50.733556303757155
10,6,102,3,False,52.288050955044376,11,U,33.112404564415755
11,7,102,4,False,43.15310761078397,9,U,30.848571439790646
14,7,102,0,False,50.89733865181003,11,U,29.33812974709871
16,4,102,2,False,57.773129946591794,12,U,35.75545274079168
17,9,102,3,False,36.65179259494633,8,U,21.892511335386423
18,8,102,4,False,52.71040161175996,11,U,31.171117004128263
19,6,102,5,False,69.73754829017246,14,U,42.57240458459214
22,2,102,1,False,52.884903668983576,11,U,30.963491905873347
24,5,102,3,True,56.784729770803004,12,U,18.3214818738913
25,3,102,4,False,67.1014608349787,14,U,39.99105487278112
26,6,102,5,False,77.05569102629094,16,U,44.71697072723307
30,4,102,2,False,76.88295871694348,16,U,38.527081537175725
31,8,102,3,False,72.051440960148,15,U,46.81273602535394
33,1,102,5,False,71.44310000558818,15,U,44.12664153255435
34,5,102,6,True,70.13471551065768,15,U,20.517030035318445
36,2,102,1,False,55.78893215752038,12,U,36.74219568710565
37,4,102,2,False,71.25526097878412,15,U,42.09669346971832
38,4,102,3,False,40.05623971754396,9,U,28.021105486122693
43,3,102,1,False,42.83772278699578,9,U,26.544667729344226
45,2,102,3,False,65.28167544204526,14,U,39.21682606166598
47,1,102,5,False,56.654386761384814,12,U,36.03398081247765
53,7,102,4,False,43.18463392677963,9,U,25.17557792633186
57,8,102,1,True,41.91055034427719,9,U,14.507655275374763
58,4,102,2,False,47.53433457107467,10,U,25.801526813477505
59,4,102,3,False,58.530876400040846,12,U,34.12437967514
60,9,102,4,False,78.44711785589082,16,U,43.00149687934856
61,1,102,5,False,67.51747701743665,14,U,39.781125864321524
62,5,102,6,False,65.45457024469721,14,U,41.02334286980547
67,3,102,4,False,57.66069639118269,12,U,35.64425106747419
70,4,102,0,False,76.53579083198932,16,U,48.11740521203644
72,2,102,2,False,55.998103394100305,12,U,40.86986080356561
75,2,102,5,False,45.95464143941927,10,U,28.904549108199774
76,5,102,6,True,54.426961345125925,11,U,17.415302248200803
79,3,102,2,False,58.08684281610211,12,U,32.9862073972874
80,4,102,3,False,60.78474160025073,13,U,30.718269271191758
82,5,102,5,False,61.32537669630164,13,U,37.475953322691645
84,4,102,0,True,48.123260505135924,10,U,18.150814664071575
86,6,102,2,False,51.86971264273455,11,U,31.435955641557896
90,3,102,6,False,82.39424274486379,17,U,47.45550156491721
91,5,102,0,False,45.730200392601525,10,U,25.756918930928606
93,8,102,2,False,55.91755412038761,12,U,29.499555353555913
95,3,102,4,False,65.53109453660485,14,U,40.07516106076919
96,5,102,5,False,53.50429993117477,11,U,29.728291033902973
97,1,102,6,False,44.387095219643136,9,U,30.637269999768343
98,3,102,0,False,44.81715899793015,9,U,30.12815815716855
100,2,102,2,True,56.80307060318691,12,U,19.913018822643288
103,5,102,5,False,53.04838219846269,11,U,36.986335207356106
104,4,102,6,True,69.9846378223878,14,U,21.418030872529403
105,7,102,0,True,69.00138995432098,14,U,23.43962054899035
108,6,102,3,False,29.580529914344414,6,U,18.916276706450745
110,3,102,5,True,69.64169021254322,14,U,21.177096135397797
113,4,102,1,False,64.03787346563456,13,U,38.40990101317812
114,8,102,2,True,57.46201135005299,12,U,17.01027673034691
115,5,102,3,False,69.07393864103251,14,U,41.737450003353324
117,6,102,5,False,35.09289350518556,8,U,20.404055350495895
118,2,102,6,False,56.57547394045742,12,U,37.502631462457
119,5,102,0,False,57.37556925984669,12,U,34.18354924126568
122,9,102,3,False,68.71639918362021,14,U,40.18177756562102
123,7,102,4,False,49.639022883483676,10,U,32.87695516083301
125,2,102,6,False,69.6850930303974,14,U,39.24408351362181
127,5,102,1,False,42.73498124280018,9,U,25.985927204982428
128,5,102,2,False,48.76155445289989,10,U,32.258032300965894
129,3,102,3,False,47.57745816961185,10,U,32.77020764690661
134,6,102,1,False,52.14731716402725,11,U,36.248420377101986
138,5,102,5,False,48.25192322352361,10,U,30.80879954780593
139,4,102,6,False,55.92192107180831,12,U,35.538380663999234
144,3,102,4,False,72.35992110253446,15,U,49.40409606927613
146,3,102,6,False,49.477332796883566,10,U,28.088543768083728
147,8,102,0,False,65.85268364332444,14,U,42.422961957875465
149,2,102,2,False,63.937121982767714,13,U,39.51047097809932
154,6,102,0,False,58.84402602219475,12,U,30.9229656377623
160,5,102,6,False,57.557866712180285,12,U,40.27643502416701
161,5,102,0,False,58.67117684814456,12,U,34.23316365659292
163,9,102,2,False,60.02939530003849,13,U,46.063500632572214
164,4,102,3,False,46.948680546415254,10,U,29.806999872376593
165,9,102,4,False,35.56841933855021,8,U,20.44464427164622
166,2,102,5,False,40.038283243462644,9,U,27.75921450304763
167,2,102,6,False,66.49217547297172,14,U,39.20739502040524
168,8,102,0,False,57.103897943929006,12,U,34.265429902717024
172,1,102,4,False,32.23576736707487,7,U,21.66547831230134
174,6,102,6,False,64.07202711079515,13,U,38.22494768788192
176,9,102,1,False,33.62885157410096,7,U,21.919924794823963
1,1,16,1,False,69.30106917677422,14,U,40.94497722614415
2,1,16,2,False,33.48479012342282,7,U,14.658173414452259
5,3,16,5,False,69.98652819120375,14,U,43.02017610679342
6,2,16,6,False,34.49359710292974,7,U,23.66860625466576
9,2,16,2,False,44.67733812359457,9,U,34.847757925767596
10,4,16,3,False,75.5939650116173,16,U,47.692069054431414
11,5,16,4,False,42.82590161182909,9,U,25.025615293687714
14,5,16,0,False,44.274211052127725,9,U,19.76128887971857
15,4,16,1,False,48.73293638691717,10,U,24.25615609069709
18,7,16,4,False,32.27838707096771,7,U,20.062075460461564
19,4,16,5,False,43.15729608850938,9,U,28.746255121914885
22,2,16,1,False,47.69636678475863,10,U,30.235238959864812
25,9,16,4,False,49.16304862631402,10,U,31.249505009756806
26,9,16,5,False,32.350482311022915,7,U,24.659667974845597
27,5,16,6,False,58.7054164431693,12,U,36.52952724157016
29,3,16,1,True,49.91978001861147,10,U,15.293395412196137
30,8,16,2,False,56.173531828294706,12,U,32.972481502329245
33,8,16,5,False,43.90795051124872,9,U,27.99091651820517
35,3,16,0,False,51.93679526986383,11,U,31.98036089658915
36,7,16,1,False,61.31649764903432,13,U,38.2412550453982
37,6,16,2,True,48.55795312332287,10,U,15.575436122617154
38,1,16,3,False,60.233880955414506,13,U,34.27231436331817
40,2,16,5,False,51.27874212035806,11,U,35.902360600168166
41,5,16,6,False,63.53778163421012,13,U,36.13268114974892
45,5,16,3,True,43.91350339455166,9,U,13.733967771281513
47,4,16,5,True,60.250918505488684,13,U,20.086656618840642
50,4,16,1,False,48.58076285535897,10,U,30.85829253687419
51,6,16,2,False,64.13838027028217,13,U,39.53064727648001
52,8,16,3,False,80.59552799900267,17,U,45.231725563817335
54,2,16,5,False,46.53725995650801,10,U,30.403319835842126
56,6,16,0,False,64.70227059730624,13,U,42.40057314844409
58,4,16,2,False,56.38006606374175,12,U,35.39855391903109
60,6,16,4,False,50.57561060096625,11,U,37.98688234852759
